Número de identificação da publicação,Link permanente,Publicar mensagem,Tipo,Países,Idiomas,Publicado,Direcionamento do público,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Negative Feedback,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views,Lifetime Average time video viewed,Lifetime Video length,Lifetime Talking About This (Post) by action type - share,Lifetime Talking About This (Post) by action type - like,Lifetime Talking About This (Post) by action type - comment,Lifetime Post Stories by action type - share,Lifetime Post Stories by action type - like,Lifetime Post Stories by action type - comment,Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks,Lifetime Post Audience Targeting Unique Consumptions by Type - photo view,Lifetime Post Audience Targeting Unique Consumptions by Type - link clicks,Lifetime Post Audience Targeting Unique Consumptions by Type - video play,Lifetime Matched Audience Targeting Consumptions by Type - other clicks,Lifetime Matched Audience Targeting Consumptions by Type - photo view,Lifetime Matched Audience Targeting Consumptions by Type - link clicks,Lifetime Matched Audience Targeting Consumptions by Type - video play,Lifetime Negative Feedback from Users by Type - hide_all_clicks,Lifetime Negative Feedback from Users by Type - hide_clicks,Lifetime Negative Feedback from Users by Type - unlike_page_clicks,Lifetime Negative Feedback from Users by Type - report_spam_clicks,Lifetime Negative Feedback by Type - hide_all_clicks,Lifetime Negative Feedback by Type - hide_clicks,Lifetime Negative Feedback by Type - unlike_page_clicks,Lifetime Negative Feedback by Type - report_spam_clicks,,
316136345150243_1547076362056229,https://www.facebook.com/camaradeputados/posts/1547076362056229,"Você sabia que há 86 anos as brasileiras não podiam votar nem ser votadas? Esse direito foi conquistado em 24/02/1932, no Código Eleitoral assinado pelo então presidente Getúlio Vargas. Bertha Lutz e Carlota de Queirós foram as primeiras deputadas do nosso país. Atualmente, a Câmara dos Deputados conta com 54 deputadas e, desde 2016, com a Comissão de Defesa dos Direitos da Mulher.",Photo,,,02/24/2018 6:05:00 AM, ,16742,16742,0,22451,22451,0,612,438,604,4,4,13312,10100,0,0,420,0,0,0,0,0,0,0,0,0,0,57,212,55,,61,219,96,,,361,,106,,494,,110,3,1,,,3,1,,
316136345150243_1548174048613127,https://www.facebook.com/camaradeputados/videos/1548174048613127/,"Você sabe como é o processo de votação em Plenário? É um sistema totalmente seguro. É necessário estar presente e é feito por identificação biométrica, o que torna impossível um deputado votar em nome de outro. Confira no vídeo e conheça mais sobre o funcionamento da Câmara.",Video,,,02/23/2018 1:31:55 PM, ,12294,12294,0,16102,16102,0,450,294,389,2,2,10419,7693,0,0,303,356,384,0,0,2060,2318,0,0,3925,18643,24,124,77,,24,129,92,,112,195,2,,133,249,2,,1,1,,,1,1,,
316136345150243_1545092155587983,https://www.facebook.com/camaradeputados/posts/1545092155587983,"Aparelhos celulares importados, fabricados ou montados no Brasil deverão receber sinais de rádio FM. A funcionalidade deverá estar habilitada antes da sua distribuição e venda. https://goo.gl/t3cJxn",Photo,,,02/23/2018 11:53:00 AM, ,322712,322712,0,500535,500535,0,33088,29669,46142,23,23,58121,38935,0,0,4451,0,0,0,0,0,0,0,0,0,0,1117,6859,3578,,1117,7741,5848,,,28251,1010,3461,,41344,1051,3761,18,3,,2,18,3,,2
316136345150243_1544259209004611,https://www.facebook.com/camaradeputados/posts/1544259209004611,"A alteração do Estatuto do Torcedor incluiria também os casos de brigas ou vandalismo em um raio de 5km dos estádios. Na legislação atual, a pena é de um a dois anos de reclusão. Se aprovado, além de um a quatro anos de reclusão, mais multa. https://goo.gl/LYAyQZ",Photo,,,02/23/2018 8:50:31 AM, ,10049,10049,0,13092,13092,0,329,174,214,3,3,9480,7584,0,0,273,0,0,0,0,0,0,0,0,0,0,33,164,37,,33,171,43,,,135,5,42,,165,6,43,3,,,,3,,,
316136345150243_1546074818823050,https://www.facebook.com/camaradeputados/posts/1546074818823050,"Os objetivos da medida são: proteger os direitos dos animais, construir uma sociedade mais consciente e solidária e reconhecer que os animais são seres sencientes, passíveis de sofrimento. https://goo.gl/X9UpTS",Photo,,,02/22/2018 2:02:00 PM, ,32554,32554,0,44289,44289,0,1593,838,1183,8,8,14795,10748,0,0,685,0,0,0,0,0,0,0,0,0,0,248,840,104,,267,862,170,,,693,44,155,,977,46,160,8,,,,8,,,
316136345150243_1545089118921620,https://www.facebook.com/camaradeputados/posts/1545089118921620,Caberá à Polícia Federal investigar e combater a difusão pela internet de conteúdo de ódio ou aversão às mulheres. A mudança se deve a esses crimes ultrapassarem as fronteiras estaduais. https://goo.gl/uUZ84N #segurança,Photo,,,02/22/2018 12:08:00 PM, ,417592,417592,0,636263,636263,0,32969,26431,50416,51,55,40961,26777,0,0,2594,0,0,0,0,0,0,0,0,0,0,2534,11652,3054,,2534,13490,5939,,,23886,499,6444,,42598,547,7271,39,14,1,1,36,13,1,1
316136345150243_1546209792142886,https://www.facebook.com/camaradeputados/posts/1546209792142886,"A prova de vida, realizada anualmente, passará a ser feita na rede bancária onde o beneficiário recebe sua aposentadoria. Atualmente, o aposentado ou pensionista precisa ir pessoalmente às agências do INSS. https://goo.gl/Fn7Y3M",Photo,,,02/22/2018 8:09:00 AM, ,8831,8831,0,11508,11508,0,270,168,231,2,2,7967,6226,0,0,210,0,0,0,0,0,0,0,0,0,0,36,105,18,,51,108,20,,,120,12,52,,158,13,60,2,,,,2,,,
316136345150243_1545086905588508,https://www.facebook.com/camaradeputados/posts/1545086905588508,O banco de dados registrará informações técnicas dos radares fixos. A consulta às informações será feita gratuitamente no site do Denatran. https://goo.gl/Wrzvmn,Photo,,,02/22/2018 6:05:00 AM, ,13815,13815,0,18039,18039,0,522,316,462,3,6,11043,8567,0,0,408,0,0,0,0,0,0,0,0,0,0,88,217,38,,88,224,57,,,241,25,74,,357,26,79,5,1,,,2,1,,
316136345150243_1546118618818670,https://www.facebook.com/camaradeputados/posts/1546118618818670,"Em sessão do Congresso Nacional, a Câmara e o Senado Federal aprovaram o prazo de três meses para avaliação se crianças em abrigos podem ou não ser adotadas. Anteriormente, o prazo era de seis meses. https://goo.gl/n1Kjtq",Photo,,,02/21/2018 2:02:00 PM, ,11277,11277,0,14745,14745,0,354,156,194,4,4,7809,5987,0,0,243,0,0,0,0,0,0,0,0,0,0,57,206,14,,57,216,30,,,107,,56,,135,,59,4,,,,4,,,
316136345150243_1546066938823838,https://www.facebook.com/camaradeputados/posts/1546066938823838,A Câmara e o Senado Federal aprovaram a intervenção federal no Rio de Janeiro. A medida começou a valer em 16/02 e vai até 31/12. A intervenção se refere à segurança pública de todo o estado. As demais atribuições continuam sob a responsabilidade do governador Luiz Fernando Pezão. https://goo.gl/ZW7kxc,Photo,,,02/21/2018 12:08:00 PM, ,8831,8831,0,11205,11205,0,319,172,268,2,2,8002,6444,0,0,250,0,0,0,0,0,0,0,0,0,0,24,153,39,,24,164,56,,,146,11,29,,225,11,32,2,,,,2,,,
316136345150243_1544237472340118,https://www.facebook.com/camaradeputados/posts/1544237472340118,"Os partidos políticos ficarão proibidos de mudar nome ou sigla, exceto em caso de fusão. O objetivo da proposta é fortalecer o sistema partidário. https://goo.gl/AggZYr",Photo,,,02/21/2018 6:04:00 AM, ,14335,14335,0,18523,18523,0,810,592,778,2,2,14852,11450,0,0,707,0,0,0,0,0,0,0,0,0,0,33,268,90,,34,273,124,,,526,13,77,,679,13,86,1,1,,,1,1,,
316136345150243_1545264458904086,https://www.facebook.com/camaradeputados/posts/1545264458904086,Você fica na dúvida sobre o que postar ou não nas redes sociais? O debate respeitoso é sempre bem vindo. Difamação e discurso de ódio? Nunca!,Photo,,,02/20/2018 2:50:14 PM, ,238042,238042,0,315323,315323,0,12023,7554,9744,27,28,47676,33950,0,0,3131,0,0,0,0,0,0,0,0,0,0,1666,6001,697,,1704,6270,927,,,5300,2,3067,,6685,2,3057,20,8,,,19,8,,
316136345150243_1543853892378476,https://www.facebook.com/camaradeputados/posts/1543853892378476,"Você sabia que, segundo a Lei de Acesso à Informação, todas as informações referentes à atividade do Estado são públicas? No portal da Câmara, você pode acessar as informações em https://goo.gl/CGnX4h. Também temos uma cartilha de orientação ao cidadão: https://goo.gl/GHv6CA",Photo,,,02/20/2018 12:03:00 PM, ,8841,8841,0,11553,11553,0,238,133,168,1,1,7643,5940,0,0,174,0,0,0,0,0,0,0,0,0,0,38,109,23,,39,113,30,,,91,9,35,,116,12,40,,1,,,,1,,
316136345150243_1543852899045242,https://www.facebook.com/camaradeputados/posts/1543852899045242,"O objetivo é permitir a navegação desde o rio São Francisco até o rio Amazonas. Além disso, a interligação também garante o aumento do volume de água do São Francisco. Especialistas afirmaram que a transposição não afeta do rio Tocantins. https://goo.gl/1U3zvJ",Photo,,,02/20/2018 6:01:00 AM, ,9766,9766,0,12638,12638,0,291,227,337,3,4,9597,7564,0,0,227,0,0,0,0,0,0,0,0,0,0,20,92,31,,20,99,50,,,183,20,42,,271,22,44,3,1,,,2,1,,
316136345150243_1544534178977114,https://www.facebook.com/camaradeputados/posts/1544534178977114,"Câmara aprova o decreto de intervenção federal no estado do Rio de Janeiro. Foram 340 votos a favor, 72 contra e 1 abstenção. O texto segue para discussão no Senado Federal. #segurança",Photo,,,02/19/2018 9:16:42 PM, ,40903,40903,0,55573,55573,0,2427,1612,2370,12,13,30925,22641,0,0,1890,0,0,0,0,0,0,0,0,0,0,228,1085,192,,231,1148,355,,,1414,4,255,,2102,4,264,8,5,,,7,5,,
316136345150243_1544101145687084,https://www.facebook.com/camaradeputados/videos/1544101145687084/,"Veja a entrevista com a deputada Laura Carneiro (PMDB-RJ), relatora de parecer sobre o decreto de intervenção na segurança pública do Rio de Janeiro.",Video,,,02/19/2018 10:10:45 AM, ,16727,16727,0,20731,20731,0,971,844,1035,9,9,14139,11246,0,0,624,21,21,0,0,5476,5540,0,0,12886,827855,21,125,89,,25,140,176,,500,380,1,,534,497,1,,5,4,,,5,4,,
316136345150243_1541311042632761,https://www.facebook.com/camaradeputados/videos/1541311042632761/,"Você conhece as leis relacionadas à saúde? Se tem lei, tem Câmara dos Deputados.Confira nossos outros vídeos, com as leis em supermercados https://goo.gl/ZbVn7N, no transporte público https://goo.gl/Wc4bXJ e na educação https://goo.gl/Txdp6f. #AquiTemLei #saúde",Video,,,02/19/2018 8:07:00 AM, ,7734,7734,0,10033,10033,0,235,185,246,2,2,7320,5698,0,0,191,172,175,0,0,1100,1184,0,0,3711,28307,18,58,20,,21,61,21,,69,124,2,,74,163,4,,1,1,,,1,1,,
316136345150243_1543305555766643,https://www.facebook.com/camaradeputados/posts/1543305555766643,Você já sabe como será a tramitação do decreto de intervenção no Rio de Janeiro? Confira aqui. https://goo.gl/78wJdT #segurança,Photo,,,02/19/2018 4:00:58 AM, ,29638,29638,0,39387,39387,0,1028,676,908,8,8,22443,17001,0,0,728,0,0,0,0,0,0,0,0,0,0,120,390,93,,122,400,134,,,450,9,269,,610,9,289,6,2,,,6,2,,
316136345150243_1541085185988680,https://www.facebook.com/camaradeputados/posts/1541085185988680,"Em entrevista coletiva, o presidente da Câmara, Rodrigo Maia, afirmou que a votação do decreto sobre intervenção federal deverá ocorrer segunda-feira (19) à noite ou na terça (20) pela manhã. Assim que for votado, o texto será encaminhado para o @SenadoFederal. https://goo.gl/QnWKRe #intervenção",SharedVideo,,,02/16/2018 7:30:26 AM, ,16675,16675,0,21131,21131,0,1162,1051,1471,2,2,19274,15265,0,0,1071,0,0,0,0,4142,4278,0,0,0,58003,,138,63,,,140,83,,,1041,6,,,1446,6,,2,,,,2,,,
316136345150243_1541055229325009,https://www.facebook.com/camaradeputados/posts/1541055229325009,O que muda numa intervenção federal? Veja aqui o passo a passo. #segurança,Photo,,,02/16/2018 6:52:25 AM, ,37067,37067,0,48016,48016,0,1646,1211,1730,6,6,27803,21651,0,0,1312,0,0,0,0,0,0,0,0,0,0,197,576,100,,204,606,168,,,993,,317,,1405,,325,4,2,,,4,2,,
316136345150243_1539381719492360,https://www.facebook.com/camaradeputados/videos/1539381719492360/,"Você já deve ter visto na TV um pedacinho da escultura O Anjo, de Alfredo Ceschiatti. Quer ver mais? Dá uma olhada lá na galeria da Câmara no Google Arts &amp; Culture. goo.gl/YJACs5",Video,,,02/16/2018 3:29:00 AM, ,6269,6269,0,8149,8149,0,259,220,320,2,2,6566,5061,0,0,216,155,155,0,0,1382,1452,0,0,4086,33705,7,47,7,,7,49,7,,54,175,1,,69,238,1,,2,,,,2,,,
316136345150243_1540124059418126,https://www.facebook.com/camaradeputados/posts/1540124059418126,"O objetivo é dar mais transparência para a população sobre a gestão dos reservatórios de água. Desta forma, haverá um controle maior nos casos de escassez, e possibilitará a detecção de situações de risco mais rapidamente. https://goo.gl/wysnhN",Photo,,,02/15/2018 1:31:00 PM, ,10233,10233,0,12652,12652,0,216,135,174,6,6,10056,8216,0,0,183,0,0,0,0,0,0,0,0,0,0,21,105,23,,24,111,32,,,101,8,33,,130,8,36,5,1,,,5,1,,
316136345150243_1540019279428604,https://www.facebook.com/camaradeputados/posts/1540019279428604,A Câmara discute projeto que proíbe a apreensão de veículo por falta de pagamento de impostos e multas. A cobrança dessas dívidas passaria a ser por meio de notificação ao contribuinte. https://goo.gl/N9u1SS,Photo,,,02/15/2018 5:06:18 AM, ,29655,29655,0,40421,40421,0,1301,903,1222,10,11,24249,17907,0,0,1006,0,0,0,0,0,0,0,0,0,0,173,479,105,,179,501,121,,,736,37,204,,976,37,209,9,2,,,8,2,,
316136345150243_1539378459492686,https://www.facebook.com/camaradeputados/videos/1539378459492686/,A escrava Maria Joaquina escreveu uma carta pedindo justiça à Assembleia Constituinte de 1823! Veja! https://goo.gl/DjL9sb,Video,,,02/14/2018 2:24:00 PM, ,47755,47755,0,60750,60750,0,1615,1292,1828,8,9,43837,34516,0,0,1098,2815,2874,0,0,15735,16158,0,0,11987,97278,106,450,40,,112,467,71,,201,1173,19,,235,1571,19,,6,3,,,5,3,,
316136345150243_1539171229513409,https://www.facebook.com/camaradeputados/posts/1539171229513409,"O Plenarinho, nosso portal de interação com a garotada, fez uma versão em quadrinhos super divertida do Estatuto da Criança e do Adolescente. É uma ótima forma de ensinar para as crianças os seus direitos, de uma forma leve e com linguagem adequada. Porque desde criança já somos cidadãos.",Photo,,,02/14/2018 6:40:51 AM, ,14189,14189,0,18117,18117,0,381,291,414,5,5,16657,12945,0,0,353,0,0,0,0,0,0,0,0,0,0,,117,31,,,117,38,,,248,27,46,,340,28,46,4,1,,,4,1,,
316136345150243_1534690209961511,https://www.facebook.com/camaradeputados/posts/1534690209961511,"A partir de julho, será possível solicitar o Documento Nacional de Identidade (DNI), que reunirá identidade, CPF e título de eleitor. Para saber mais, confira a entrevista que o deputado Julio Lopes (PP-RJ), relator do projeto, deu para a TV Câmara: https://goo.gl/8DHzhg",Photo,,,02/09/2018 12:58:00 PM, ,31672,31672,0,46894,46894,0,1299,754,1012,7,7,25638,17553,0,0,711,0,0,0,0,0,0,0,0,0,0,131,552,63,,135,581,83,,,565,76,179,,734,82,196,3,3,1,,3,3,1,
316136345150243_1534396029990929,https://www.facebook.com/camaradeputados/posts/1534396029990929,Já tem programa para o carnaval? Que tal aproveitar para fazer a nossa visitação?,Photo,,,02/09/2018 3:10:51 AM, ,12348,12348,0,18806,18806,0,260,195,256,0,0,17370,11419,0,0,223,0,0,0,0,0,0,0,0,0,0,,60,39,,,62,47,,,179,1,27,,228,1,27,,,,,,,,
316136345150243_1533755996721599,https://www.facebook.com/camaradeputados/posts/1533755996721599,"Continuando no tema educação, a Câmara disponibiliza legislações, clássicos da literatura, estudos e muito mais em sua livraria digital. Acesse http://livraria.camara.leg.br/ e confira! #EducaçãoParaCidadania",Photo,,,02/08/2018 1:02:00 PM, ,7160,7160,0,11168,11168,0,140,96,129,3,3,9567,6101,0,0,111,0,0,0,0,0,0,0,0,0,0,12,49,12,,14,51,16,,,54,29,29,,69,29,31,1,2,,,1,2,,
316136345150243_1532830170147515,https://www.facebook.com/camaradeputados/videos/1532830170147515/,"Nós perguntamos e vocês responderam. Essas são algumas das leis que protegem a educação. Se tem lei, tem Câmara dos Deputados. Confira nossos outros vídeos, com as leis em supermercados https://goo.gl/ZbVn7N e no transporte público https://goo.gl/Wc4bXJ. E semana que vem não perca o post sobre saúde. #AquiTemLei #educação",Video,,,02/08/2018 5:03:00 AM, ,15184,15184,0,23539,23539,0,383,291,470,3,3,19677,12460,0,0,275,398,419,0,0,2598,2754,0,0,3833,23081,27,103,65,,29,105,99,,80,229,9,,86,369,11,,2,1,,,2,1,,
316136345150243_1532633523500513,https://www.facebook.com/camaradeputados/posts/1532633523500513,Você sabia que pode acompanhar todos os projetos e proposições que estão em discussão na Câmara? Basta se cadastrar no link https://goo.gl/hsSnBN para receber em seu email ou usar nossa ferramenta de pesquisa no link https://goo.gl/BsFapT,Photo,,,02/07/2018 2:08:00 PM, ,10678,10678,0,16234,16234,0,248,133,185,4,4,10386,6417,0,0,150,0,0,0,0,0,0,0,0,0,0,40,100,17,,41,109,24,,,75,18,46,,102,21,62,2,2,,,2,2,,
316136345150243_1532516530178879,https://www.facebook.com/camaradeputados/videos/1532516530178879/,"Veja a entrevista do relator da Reforma da Previdência, o deputado Arthur Oliveira Maia. Ele explicou as mudanças no texto que será lido no Plenário da Câmara. #reformadaprevidencia",Video,,,02/07/2018 4:31:08 AM, ,79028,79028,0,105516,105516,0,3428,2700,3941,12,12,37403,26260,0,0,1351,23,23,0,0,16154,16755,0,0,29764,4546368,267,858,488,,304,2678,1933,,763,2158,3,,880,3054,4,,8,4,,,8,4,,
316136345150243_1531905303573335,https://www.facebook.com/camaradeputados/posts/1531905303573335,"Aqui nos nossos posts quando falamos de propostas da Câmara temos três tipos de postagem. No Comissão Aprova, a proposta está em debate nas mesmas. No Câmara Aprova, o projeto ainda não virou lei. Somente quando passa a valer a gente usa o Agora É Lei. Você já viu nossos outros posts da série Fique por Dentro? Confira em https://goo.gl/FdnHWv e https://goo.gl/N3PebP.",Photo,,,02/06/2018 1:08:00 PM, ,12711,12711,0,18308,18308,0,295,199,274,1,1,15461,10565,0,0,237,0,0,0,0,0,0,0,0,0,0,30,95,35,,30,99,50,,,151,8,59,,202,11,61,,1,,,,1,,
316136345150243_1531191393644726,https://www.facebook.com/camaradeputados/posts/1531191393644726,"Ontem falamos sobre as comissões (https://goo.gl/FdnHWv). O que muita gente não sabe é que a maioria dos projetos aprovados pela Câmara não passa pelo Plenário. As comissões têm poder conclusivo: após aprovarem as propostas, elas seguem direto para o Senado. O objetivo é garantir mais rapidez e dinamismo na elaboração das leis.",Photo,,,02/06/2018 4:05:00 AM, ,8643,8643,0,12945,12945,0,203,122,171,2,2,11289,7401,0,0,160,0,0,0,0,0,0,0,0,0,0,20,75,25,,20,77,41,,,86,4,39,,116,4,51,2,,,,2,,,
316136345150243_1531159593647906,https://www.facebook.com/camaradeputados/posts/1531159593647906,"Os deputados discutem e votam as propostas de leis que são apresentadas à Câmara nas Comissões. Elas podem ser permanentes ou temporárias. A comissão é permanente quando integra a estrutura institucional da Casa, e temporária quando criada com o objetivo específico de debater um determinado tema. Conheça as comissões permanentes da Câmara: https://goo.gl/oWwsS3",Photo,,,02/05/2018 1:04:23 PM, ,9262,9262,0,13615,13615,0,198,134,178,3,3,11426,7751,0,0,150,0,0,0,0,0,0,0,0,0,0,21,63,28,,22,67,36,,,62,5,74,,79,5,94,2,1,,,2,1,,
316136345150243_1528347263929139,https://www.facebook.com/camaradeputados/posts/1528347263929139,Hoje a Câmara e o Senado Federal abrem os trabalhos legislativos. Fique por dentro de tudo que acontece no Congresso Nacional. Acesse o site: goo.gl/eeEqQ5,Photo,,,02/05/2018 4:26:02 AM, ,9465,9465,0,14647,14647,0,226,122,167,3,3,11536,7392,0,0,159,0,0,0,0,0,0,0,0,0,0,22,93,35,,23,101,47,,,75,17,42,,102,17,48,2,1,,,2,1,,
316136345150243_1528198927277306,https://www.facebook.com/camaradeputados/posts/1528198927277306,Você acredita em tudo que compartilham em grupos ou redes sociais? Você checa a informação antes de encaminhar alguma mensagem? Sabe do que se trata o famoso “Fake News” ou notícias falsas? Assista ao vídeo do programa Participação Popular e aprenda um pouco mais sobre o assunto! https://goo.gl/rwvyis,Photo,,,02/02/2018 1:02:00 PM, ,11922,11922,0,18600,18600,0,355,239,368,6,6,14900,9327,0,0,283,0,0,0,0,0,0,0,0,0,0,39,111,70,,42,116,100,,,186,9,60,,286,9,73,4,2,,,4,2,,
316136345150243_1527452207351978,https://www.facebook.com/camaradeputados/videos/1527452207351978/,"Você sabia que a imensa maioria do trabalho da Câmara dos Deputados não acontece no Plenário, mas nas comissões? Veja aqui como os projetos de lei são debatidos e votados.",Video,,,02/02/2018 3:34:01 AM, ,13122,13122,0,19395,19395,0,368,265,351,3,3,15224,9799,0,0,275,155,155,0,0,2170,2382,0,0,6291,137555,38,118,49,,39,122,53,,86,196,1,,101,246,1,,3,,,,3,,,
316136345150243_1520517131378819,https://www.facebook.com/camaradeputados/videos/1520517131378819/,"Ninguém pode dizer que tinha visto coisa parecida, disse Niemeyer sobre o prédio do Congresso Nacional — a obra onde a curva faz o concreto buscar o infinito. Passeie por dentro da Câmara em 360º e conheça o Plenário, as obras de arte, os salões e o gabinete do presidente. http://bit.ly/camaradeputados360",Video,,,02/01/2018 12:13:05 PM, ,9918,9918,0,15715,15715,0,321,252,394,2,2,13523,8600,0,0,269,350,363,0,0,1865,1929,0,0,4233,20483,19,91,44,,19,92,56,,68,201,13,,77,301,15,,2,,,,2,,,
